Easting[m], Northing[m], CH-1.0m
669742.857,5856488.291,3.108
669743.257,5856488.81,2.834
669743.52,5856489.152,2.756
669743.907,5856489.654,3.264
669744.228,5856490.069,3.069
669744.624,5856490.561,2.756
669744.967,5856490.988,2.522
669745.346,5856491.459,2.795
669745.702,5856491.903,2.834
669746.089,5856492.383,3.069
669746.501,5856492.98,2.678
669746.761,5856493.372,1.936
669747.13,5856493.929,1.623
669747.441,5856494.398,2.366
669747.777,5856494.904,2.209
669748.097,5856495.406,2.483
669748.429,5856495.954,2.834
669748.696,5856496.394,3.264
669749.028,5856496.943,3.538
669749.336,5856497.452,3.342
669749.602,5856497.889,3.225
669749.974,5856498.446,3.225
669750.291,5856498.923,3.381
669750.632,5856499.434,3.147
669750.964,5856499.931,3.381
669751.261,5856500.377,3.577
669751.632,5856500.903,3.733
669751.983,5856501.392,3.225
669752.257,5856501.774,3.42
669752.606,5856502.261,3.889
669752.875,5856502.636,4.163
669753.215,5856503.1,4.006
669753.51,5856503.488,5.764
669753.845,5856503.93,4.944
669754.154,5856504.336,4.67
669754.502,5856504.796,4.006
669754.841,5856505.254,3.694
669755.139,5856505.69,3.498
669755.509,5856506.232,3.225
669755.881,5856506.777,3.069
669756.214,5856507.265,3.342
669756.586,5856507.803,3.264
669756.89,5856508.228,3.264
669757.272,5856508.763,3.538
669757.618,5856509.246,3.264
669758.038,5856509.834,3.069
669758.337,5856510.252,2.873
669758.648,5856510.689,2.873
669759.028,5856511.221,2.756
669759.38,5856511.715,3.03
669759.794,5856512.296,3.069
669760.116,5856512.747,3.342
669760.542,5856513.321,3.694
669760.961,5856513.873,3.498
669761.291,5856514.306,2.873
669761.712,5856514.86,3.381
669762.02,5856515.264,3.459
669762.428,5856515.811,3.147
669762.781,5856516.3,3.225
669763.125,5856516.776,2.952
669763.473,5856517.26,3.772
669763.798,5856517.711,3.967
669764.183,5856518.246,3.381
669764.494,5856518.725,3.03
669764.766,5856519.143,2.991
669765.082,5856519.63,3.342
669765.384,5856520.096,3.538
669765.758,5856520.671,2.639
669766.06,5856521.159,2.717
669766.309,5856521.567,2.522
669766.621,5856522.078,3.303
669766.906,5856522.546,3.108
669767.216,5856523.054,3.381
669767.523,5856523.554,3.069
669767.801,5856524.001,3.03
669768.152,5856524.565,2.756
669768.481,5856525.096,2.795
669768.733,5856525.501,3.03
669769.088,5856526.069,3.225
669769.409,5856526.548,2.756
669769.846,5856527.197,2.795
669770.127,5856527.616,3.264
669770.493,5856528.159,3.225
669770.972,5856528.872,3.772
669771.176,5856529.175,3.108
669771.617,5856529.83,2.834
669771.904,5856530.258,2.873
669772.213,5856530.716,2.913
669772.577,5856531.258,2.717
669772.856,5856531.644,2.6
669773.262,5856532.204,2.014
669773.573,5856532.632,2.6
669773.951,5856533.152,2.873
669774.39,5856533.758,2.952
669774.632,5856534.097,2.952
669775.015,5856534.642,3.108
669775.345,5856535.111,3.577
669775.678,5856535.585,3.694
669776.008,5856536.054,3.889
669776.355,5856536.542,4.006
669776.671,5856536.973,3.889
669777.058,5856537.5,3.85
669777.376,5856537.933,4.28
669777.777,5856538.48,3.694
669778.114,5856538.939,3.811
669778.459,5856539.409,3.342
669778.804,5856539.88,3.459
669779.107,5856540.295,3.186
669779.474,5856540.795,3.459
669779.78,5856541.212,3.459
669780.147,5856541.709,3.42
669780.514,5856542.199,3.538
669780.825,5856542.613,3.616
669781.203,5856543.118,3.264
669781.554,5856543.585,3.225
669781.922,5856544.079,2.952
669782.371,5856544.692,3.616
669782.655,5856545.079,3.03
669783.084,5856545.667,3.577
669783.555,5856546.31,3.889
669783.81,5856546.664,3.42
669784.19,5856547.207,2.444
669784.502,5856547.654,3.108
669784.837,5856548.133,3.498
669785.235,5856548.702,3.342
669785.535,5856549.131,3.616
669785.893,5856549.719,3.459
669786.174,5856550.184,3.303
669786.512,5856550.745,3.03
669786.856,5856551.317,3.147
669787.149,5856551.801,3.186
669787.493,5856552.371,3.42
669787.818,5856552.908,3.147
669788.189,5856553.521,3.069
669788.542,5856554.105,3.303
669788.825,5856554.571,3.538
669789.23,5856555.224,3.147
669789.545,5856555.711,2.756
669789.893,5856556.248,3.147
669790.201,5856556.724,3.303
669790.582,5856557.312,3.616
669791.008,5856557.957,3.342
669791.31,5856558.382,3.967
669791.682,5856558.905,3.733
669792.013,5856559.37,2.952
669792.389,5856559.898,2.288
669792.74,5856560.391,2.444
669793.132,5856560.963,2.483
669793.464,5856561.455,2.952
669793.864,5856562.048,3.186
669794.198,5856562.543,3.577
669794.561,5856563.082,3.459
669794.946,5856563.665,2.873
669795.279,5856564.191,3.342
669795.663,5856564.797,2.834
669795.984,5856565.306,2.873
669796.377,5856565.927,2.873
669796.802,5856566.587,2.952
669797.107,5856567.036,3.381
669797.523,5856567.648,3.616
669797.896,5856568.197,3.303
669798.34,5856568.849,3.225
669798.702,5856569.382,3.577
669799.111,5856569.978,2.639
669799.474,5856570.505,2.522
669799.81,5856570.995,2.639
669800.169,5856571.517,2.561
669800.499,5856571.998,3.069
669800.839,5856572.505,2.952
669801.228,5856573.09,3.03
669801.557,5856573.585,2.6
669801.935,5856574.153,3.303
669802.341,5856574.762,2.873
669802.629,5856575.199,3.264
669802.972,5856575.721,3.225
669803.321,5856576.25,3.03
669803.63,5856576.722,2.678
669804.023,5856577.318,3.108
669804.342,5856577.798,3.03
669804.73,5856578.344,2.873
669805.046,5856578.789,3.538
669805.434,5856579.335,2.873
669805.828,5856579.889,3.342
669806.142,5856580.331,3.303
669806.529,5856580.901,2.873
669806.848,5856581.376,3.069
669807.22,5856581.929,2.756
669807.543,5856582.409,2.795
669807.913,5856582.96,3.342
669808.257,5856583.444,3.342
669809.088,5856584.56,3.967
669809.427,5856585.015,3.889
669809.86,5856585.595,3.42
669810.219,5856586.081,3.381
669810.7,5856586.754,3.577
669811.171,5856587.413,2.952
669811.564,5856587.963,2.952
669812.035,5856588.623,3.264
669812.453,5856589.237,2.952
669812.81,5856589.797,2.756
669813.188,5856590.391,3.147
669813.531,5856590.928,3.225
669813.907,5856591.519,2.991
669814.338,5856592.194,2.795
669814.677,5856592.711,2.952
669815.054,5856593.289,2.873
669815.391,5856593.804,2.834
669815.8,5856594.429,2.717
669816.203,5856595.045,2.639
669816.531,5856595.502,2.834
669816.961,5856596.085,2.366
669817.379,5856596.651,2.444
669817.727,5856597.123,2.522
669818.128,5856597.666,3.186
669818.561,5856598.258,2.873
669818.899,5856598.73,3.03
669819.323,5856599.322,2.522
669819.707,5856599.857,2.444
669820.037,5856600.317,2.717
669820.398,5856600.821,2.561
669820.79,5856601.332,2.444
669821.225,5856601.894,3.108
669821.589,5856602.366,3.108
669822.022,5856602.926,2.522
669822.46,5856603.495,3.108
669822.776,5856603.9,2.756
669823.22,5856604.472,3.225
669823.548,5856604.892,3.03
669823.98,5856605.448,2.952
669824.312,5856605.874,3.108
669824.746,5856606.442,2.913
669825.074,5856606.886,3.225
669825.484,5856607.442,3.03
669825.816,5856607.891,3.108
669826.22,5856608.438,2.952
669826.606,5856608.951,2.639
669827.008,5856609.388,3.03
669827.505,5856609.928,3.108
669827.988,5856610.453,3.03
669828.429,5856610.932,2.639
669828.872,5856611.424,2.522
669829.247,5856611.878,2.444
669829.636,5856612.351,2.209
669830.325,5856613.187,1.428
669830.61,5856613.532,2.405
669831.024,5856614.032,2.053
669831.427,5856614.518,2.288
669831.69,5856614.835,2.834
669832.042,5856615.26,3.225
669832.353,5856615.636,2.678
669832.734,5856616.088,2.6
669833.127,5856616.548,2.678
669833.442,5856616.918,2.952
669833.8,5856617.338,2.834
669834.175,5856617.778,2.522
669834.556,5856618.243,2.991
669834.942,5856618.786,3.42
669835.228,5856619.188,2.913
669835.537,5856619.624,2.795
669835.813,5856620.012,2.991
669836.161,5856620.501,2.991
669836.489,5856620.934,2.522
669836.901,5856621.473,2.561
669837.212,5856621.879,1.936
669837.613,5856622.402,2.639
669837.954,5856622.848,2.444
669838.36,5856623.397,2.209
669838.807,5856624.014,2.248
669839.035,5856624.331,2.444
669839.509,5856624.985,2.366
669839.844,5856625.448,2.913
669840.277,5856626.078,2.756
669840.486,5856626.404,2.483
669840.872,5856627.008,2.678
669841.23,5856627.566,2.717
669841.504,5856627.994,2.678
669841.788,5856628.438,2.795
669842.137,5856629.001,2.639
669842.453,5856629.514,2.561
669842.871,5856630.192,3.069
669843.119,5856630.594,3.342
669843.366,5856630.993,2.717
669843.701,5856631.44,2.756
669844.02,5856631.866,2.873
669844.272,5856632.202,2.483
669844.59,5856632.626,2.405
669844.879,5856633.012,2.6
669845.184,5856633.419,2.522
669845.479,5856633.813,2.795
669845.785,5856634.222,2.678
669846.115,5856634.663,2.053
669846.381,5856635.019,3.225
669846.7,5856635.469,2.991
669847.044,5856635.991,2.913
669847.249,5856636.302,3.108
669847.486,5856636.663,2.913
669847.77,5856637.094,3.108
669848.015,5856637.469,3.694
669848.203,5856637.8,3.85
669848.421,5856638.184,4.592
669848.576,5856638.458,4.631
669848.738,5856638.744,5.295
669848.932,5856639.087,5.53
669849.1,5856639.381,5.413
669849.26,5856639.663,5.53
669849.416,5856639.938,5.881
669849.587,5856640.238,5.686
669849.738,5856640.504,5.608
669849.936,5856640.815,5.491
669850.152,5856641.122,5.803
669850.415,5856641.495,6.194
669850.629,5856641.797,6.116
669850.865,5856642.132,6.389
669851.116,5856642.507,6.545
669851.271,5856642.844,6.78
669851.445,5856643.22,6.584
669851.621,5856643.602,6.623
669851.804,5856644,6.389
669851.966,5856644.35,6.428
669852.167,5856644.77,6.116
669852.362,5856645.172,5.413
669852.539,5856645.538,5.022
669852.733,5856645.938,5.256
669852.964,5856646.409,4.709
669853.108,5856646.649,4.827
669853.355,5856647.062,5.061
669853.495,5856647.297,5.061
669853.66,5856647.571,4.866
669853.875,5856647.932,4.866
669854.046,5856648.304,4.905
669854.121,5856648.491,4.866
669854.261,5856648.836,4.866
669854.368,5856649.099,5.256
669854.62,5856649.705,5.413
669854.757,5856649.983,5.53
669854.889,5856650.249,6.194
669855.036,5856650.547,6.116
669855.135,5856650.748,5.725
669855.274,5856651.028,6.194
669855.361,5856651.289,6.233
669855.46,5856651.599,6.233
669855.542,5856651.858,6.233
669855.638,5856652.159,6.467
669855.721,5856652.42,6.506
669855.77,5856652.662,7.131
669855.786,5856652.832,7.678
669855.805,5856653.031,7.561
669855.82,5856653.199,7.952
669855.839,5856653.403,7.678
669855.856,5856653.56,7.405
669855.877,5856653.676,7.873
669855.895,5856653.775,8.069
669855.915,5856653.89,7.913
669855.94,5856654.028,8.069
669855.956,5856654.115,7.834
669855.914,5856654.3,7.952
669855.878,5856654.445,7.6
669855.832,5856654.629,7.288
669855.794,5856654.784,7.405
669855.749,5856654.961,7.678
669855.691,5856655.112,7.834
669855.612,5856655.276,8.147
669855.536,5856655.437,8.108
669855.472,5856655.572,7.561
669855.391,5856655.741,7.717
669855.305,5856655.869,8.381
669855.244,5856655.955,8.342
669855.19,5856656.032,8.303
669855.116,5856656.138,7.913
669855.048,5856656.234,8.147
669854.956,5856656.334,7.483
669854.861,5856656.414,6.819
669854.785,5856656.478,6.936
669854.687,5856656.561,7.053
669854.604,5856656.631,7.522
669854.494,5856656.714,7.17
669854.355,5856656.787,7.053
669854.232,5856656.852,7.014
669854.083,5856656.93,6.975
669853.964,5856656.993,6.858
669853.8,5856657.079,6.741
669853.628,5856657.1,6.311
669853.417,5856657.12,6.467
669853.241,5856657.136,5.881
669853.026,5856657.157,6.311
669852.788,5856657.179,6.545
669852.638,5856657.166,6.272
669852.414,5856657.126,7.131
669852.176,5856657.084,6.741
669852.01,5856657.055,6.897
669851.773,5856657.013,7.17
669851.603,5856656.983,6.897
669851.362,5856656.933,6.272
669851.102,5856656.879,7.092
669850.912,5856656.839,6.819
669850.652,5856656.785,6.975
669850.449,5856656.743,6.584
669850.26,5856656.572,6.194
669850.06,5856656.344,5.725
669849.844,5856656.096,5.998
669849.716,5856655.951,6.545
669849.51,5856655.716,7.913
669849.303,5856655.49,7.288
669849.11,5856655.288,6.975
669848.869,5856655.035,6.78
669848.668,5856654.823,6.194
669848.439,5856654.582,6.702
669848.26,5856654.307,6.663
669848.122,5856654.052,7.014
669847.955,5856653.742,6.975
669847.807,5856653.469,6.897
669847.607,5856653.098,6.936
669847.506,5856652.919,7.053
669847.33,5856652.625,6.702
669847.188,5856652.385,6.819
669847.017,5856652.1,6.897
669846.854,5856651.827,6.428
669846.704,5856651.576,7.131
669846.677,5856651.317,7.014
669846.665,5856651.098,7.131
669846.649,5856650.819,7.366
669846.632,5856650.527,7.053
669846.621,5856650.342,7.366
669846.52,5856650.096,7.092
669846.447,5856649.965,7.366
669846.329,5856649.754,7.17
669846.209,5856649.54,7.288
669846.128,5856649.395,7.17
669846.042,5856649.242,6.467
669845.948,5856649.072,6.155
669845.862,5856648.916,6.428
669845.781,5856648.771,6.155
669845.692,5856648.609,6.155
669845.605,5856648.453,5.725
669845.485,5856648.246,6.194
669845.401,5856648.101,6.389
669845.279,5856647.89,6.194
669845.19,5856647.738,5.569
669845.069,5856647.53,6.272
669844.996,5856647.337,7.288
669844.912,5856647.073,6.741
669844.852,5856646.887,6.78
669844.783,5856646.672,6.389
669844.716,5856646.463,6.038
669844.601,5856646.248,6.35
669844.482,5856646.042,6.35
669844.327,5856645.774,5.803
669844.216,5856645.583,5.764
669844.095,5856645.374,5.569
669843.942,5856645.12,5.647
669843.845,5856644.965,5.959
669843.706,5856644.741,6.428
669843.6,5856644.571,5.998
669843.474,5856644.368,5.764
669843.35,5856644.167,5.842
669843.188,5856643.893,6.038
669843.058,5856643.672,6.311
669842.907,5856643.415,5.491
669842.732,5856643.117,5.881
669842.608,5856642.907,5.881
669842.404,5856642.596,5.881
669842.238,5856642.347,5.295
669842.046,5856642.059,5.373
669841.834,5856641.743,5.647
669841.633,5856641.441,5.022
669841.469,5856641.181,5.295
669841.284,5856640.873,4.709
669841.098,5856640.563,4.319
669840.915,5856640.259,3.85
669840.718,5856639.93,3.498
669840.549,5856639.653,3.694
669840.325,5856639.307,3.694
669840.11,5856638.976,3.811
669839.884,5856638.629,3.459
669839.663,5856638.288,3.225
669839.445,5856637.952,3.459
669839.221,5856637.629,3.772
669838.932,5856637.218,3.42
669838.696,5856636.883,3.225
669838.408,5856636.473,3.225
669838.142,5856636.095,3.03
669837.894,5856635.738,3.303
669837.608,5856635.324,3.03
669837.305,5856634.885,3.147
669837.045,5856634.508,3.42
669836.743,5856634.069,2.991
669836.468,5856633.68,2.522
669836.237,5856633.354,2.756
669835.916,5856632.903,3.616
669835.702,5856632.602,2.873
669835.449,5856632.246,3.811
669835.203,5856631.901,3.889
669834.943,5856631.536,3.303
669834.668,5856631.149,3.694
669834.45,5856630.843,3.538
669834.167,5856630.445,3.264
669833.93,5856630.112,3.459
669833.662,5856629.731,3.186
669833.38,5856629.331,3.108
669833.123,5856628.966,2.913
669832.857,5856628.587,3.03
669832.622,5856628.254,3.03
669832.367,5856627.863,3.186
669832.085,5856627.411,3.538
669831.849,5856627.032,3.186
669831.626,5856626.674,3.069
669831.348,5856626.228,2.717
669831.073,5856625.785,3.108
669830.866,5856625.447,3.459
669830.593,5856625.003,3.381
669830.37,5856624.64,3.03
669830.096,5856624.193,3.498
669829.864,5856623.815,3.616
669829.6,5856623.377,3.928
669829.403,5856623.051,2.561
669829.146,5856622.625,2.952
669828.931,5856622.268,3.303
669828.65,5856621.804,2.991
669828.452,5856621.451,3.186
669828.21,5856621.014,3.459
669827.955,5856620.552,3.186
669827.727,5856620.14,3.303
669827.494,5856619.719,3.147
669827.275,5856619.326,3.186
669827.047,5856618.922,3.225
669826.832,5856618.542,3.459
669826.655,5856618.229,4.045
669826.444,5856617.855,3.655
669826.194,5856617.429,3.772
669826.06,5856617.206,3.264
669825.856,5856616.868,3.264
669825.703,5856616.613,3.459
669825.469,5856616.224,3.733
669825.335,5856616.006,3.616
669825.126,5856615.689,4.123
669824.951,5856615.423,4.084
669824.749,5856615.114,3.889
669824.564,5856614.833,4.006
669824.381,5856614.555,3.381
669824.154,5856614.258,3.577
669823.959,5856614.01,2.952
669823.723,5856613.71,3.538
669823.505,5856613.432,3.264
669823.304,5856613.176,3.303
669823.07,5856612.843,3.147
669822.869,5856612.537,2.952
669822.631,5856612.174,3.186
669822.378,5856611.788,2.913
669822.203,5856611.521,2.873
669821.951,5856611.148,2.6
669821.738,5856610.851,2.795
669821.457,5856610.461,2.834
669821.238,5856610.155,2.561
669820.966,5856609.777,2.991
669820.743,5856609.466,3.303
669820.466,5856609.088,3.225
669820.156,5856608.665,3.147
669819.911,5856608.331,3.225
669819.628,5856607.945,2.795
669819.297,5856607.494,2.717
669818.985,5856607.078,3.03
669818.753,5856606.772,3.381
669818.428,5856606.344,3.538
669818.058,5856605.856,3.342
669817.85,5856605.581,3.147
669817.48,5856605.094,3.264
669817.111,5856604.608,3.186
669816.857,5856604.273,3.264
669816.474,5856603.769,2.834
669816.222,5856603.437,2.522
669815.853,5856602.952,2.795
669815.574,5856602.586,3.225
669815.25,5856602.16,3.616
669814.963,5856601.783,3.928
669814.622,5856601.335,4.28
669814.313,5856600.923,3.694
669814.059,5856600.542,3.655
669813.766,5856600.102,3.772
669813.509,5856599.717,3.928
669813.199,5856599.253,3.42
669812.863,5856598.75,3.459
669812.665,5856598.468,3.811
669812.358,5856598.03,3.85
669812.113,5856597.68,3.303
669811.824,5856597.267,4.123
669811.515,5856596.827,3.733
